id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
231917,2013,6,11,1449.0,1255,114.0,1735.0,1542,113.0,B6,141,N527JB,JFK,PBI,138.0,1028,12,55,2013-06-11 12:00:00,JetBlue Airways
133444,2013,2,26,612.0,615,-3.0,803.0,825,-22.0,DL,1919,N928DL,LGA,MSP,144.0,1020,6,15,2013-02-26 06:00:00,Delta Air Lines Inc.
184759,2013,4,21,1925.0,1859,26.0,2248.0,2230,18.0,B6,87,N706JB,JFK,SLC,286.0,1990,18,59,2013-04-21 18:00:00,JetBlue Airways
50620,2013,10,26,852.0,900,-8.0,1143.0,1157,-14.0,B6,63,N529JB,JFK,SEA,331.0,2422,9,0,2013-10-26 09:00:00,JetBlue Airways
143725,2013,3,8,,1235,,,1415,,MQ,4404,N803MQ,JFK,RDU,,427,12,35,2013-03-08 12:00:00,Envoy Air
18978,2013,1,22,1919.0,1920,-1.0,2053.0,2100,-7.0,AA,359,N3CUAA,LGA,ORD,120.0,733,19,20,2013-01-22 19:00:00,American Airlines Inc.
170683,2013,4,6,1934.0,1935,-1.0,2247.0,2307,-20.0,UA,1482,N78506,EWR,SFO,352.0,2565,19,35,2013-04-06 19:00:00,United Air Lines Inc.
250219,2013,6,30,2021.0,1729,172.0,2210.0,1934,156.0,EV,4201,N15572,EWR,DTW,82.0,488,17,29,2013-06-30 17:00:00,ExpressJet Airlines Inc.
313447,2013,9,5,1659.0,1700,-1.0,1929.0,2000,-31.0,AA,1171,N3GFAA,LGA,DFW,177.0,1389,17,0,2013-09-05 17:00:00,American Airlines Inc.
176989,2013,4,13,1401.0,1335,26.0,1622.0,1559,23.0,EV,4892,N753EV,LGA,SAV,113.0,722,13,35,2013-04-13 13:00:00,ExpressJet Airlines Inc.
237958,2013,6,17,2101.0,1905,116.0,2326.0,2108,138.0,9E,3525,N922XJ,JFK,ORD,136.0,740,19,5,2013-06-17 19:00:00,Endeavor Air Inc.
63731,2013,11,9,1335.0,1340,-5.0,1626.0,1645,-19.0,DL,1779,N327NB,LGA,FLL,157.0,1076,13,40,2013-11-09 13:00:00,Delta Air Lines Inc.
85829,2013,12,3,1650.0,1700,-10.0,1911.0,1913,-2.0,9E,3932,N8721B,EWR,CVG,95.0,569,17,0,2013-12-03 17:00:00,Endeavor Air Inc.
330745,2013,9,24,1352.0,1355,-3.0,1454.0,1510,-16.0,UA,1146,N37298,EWR,BOS,40.0,200,13,55,2013-09-24 13:00:00,United Air Lines Inc.
21824,2013,1,25,2359.0,2359,0.0,500.0,444,16.0,B6,739,N644JB,JFK,PSE,203.0,1617,23,59,2013-01-25 23:00:00,JetBlue Airways
146707,2013,3,12,1001.0,1004,-3.0,1155.0,1220,-25.0,DL,2319,N317US,LGA,MSP,140.0,1020,10,4,2013-03-12 10:00:00,Delta Air Lines Inc.
217230,2013,5,26,1843.0,1847,-4.0,2018.0,2034,-16.0,9E,4019,N8673D,JFK,RIC,52.0,288,18,47,2013-05-26 18:00:00,Endeavor Air Inc.
98837,2013,12,17,,1450,,,1650,,MQ,3199,N516MQ,LGA,CLT,,544,14,50,2013-12-17 14:00:00,Envoy Air
310057,2013,9,2,755.0,800,-5.0,1054.0,1104,-10.0,B6,1511,N638JB,EWR,RSW,153.0,1068,8,0,2013-09-02 08:00:00,JetBlue Airways
109091,2013,12,29,1425.0,1429,-4.0,1611.0,1613,-2.0,9E,3721,N905XJ,LGA,BNA,125.0,764,14,29,2013-12-29 14:00:00,Endeavor Air Inc.
99839,2013,12,19,558.0,600,-2.0,651.0,658,-7.0,US,1909,N758US,LGA,PHL,34.0,96,6,0,2013-12-19 06:00:00,US Airways Inc.
259955,2013,7,11,1053.0,1100,-7.0,1237.0,1253,-16.0,EV,5545,N678CA,EWR,DTW,84.0,488,11,0,2013-07-11 11:00:00,ExpressJet Airlines Inc.
170139,2013,4,6,827.0,835,-8.0,952.0,1020,-28.0,MQ,4558,N738MQ,LGA,CLE,71.0,419,8,35,2013-04-06 08:00:00,Envoy Air
51067,2013,10,26,1903.0,1900,3.0,2026.0,2031,-5.0,EV,4191,N16981,EWR,BNA,117.0,748,19,0,2013-10-26 19:00:00,ExpressJet Airlines Inc.
168689,2013,4,4,1645.0,1540,65.0,1850.0,1748,62.0,EV,4352,N12921,EWR,CVG,100.0,569,15,40,2013-04-04 15:00:00,ExpressJet Airlines Inc.
156595,2013,3,22,1743.0,1721,22.0,1858.0,1858,0.0,UA,597,N498UA,EWR,ORD,112.0,719,17,21,2013-03-22 17:00:00,United Air Lines Inc.
293121,2013,8,14,1818.0,1805,13.0,2050.0,2040,10.0,DL,569,N3767,JFK,ATL,119.0,760,18,5,2013-08-14 18:00:00,Delta Air Lines Inc.
78410,2013,11,25,1140.0,1130,10.0,1335.0,1344,-9.0,DL,2219,N953DL,LGA,MSP,158.0,1020,11,30,2013-11-25 11:00:00,Delta Air Lines Inc.
123724,2013,2,15,832.0,835,-3.0,1057.0,1105,-8.0,MQ,4610,N512MQ,LGA,ATL,116.0,762,8,35,2013-02-15 08:00:00,Envoy Air
27012,2013,10,1,550.0,600,-10.0,649.0,659,-10.0,US,2167,N749US,LGA,DCA,39.0,214,6,0,2013-10-01 06:00:00,US Airways Inc.
173308,2013,4,9,1659.0,1700,-1.0,1847.0,1830,17.0,MQ,4410,N813MQ,JFK,DCA,52.0,213,17,0,2013-04-09 17:00:00,Envoy Air
33979,2013,10,8,1306.0,1304,2.0,1559.0,1554,5.0,UA,1641,N14102,EWR,MCO,146.0,937,13,4,2013-10-08 13:00:00,United Air Lines Inc.
183756,2013,4,20,1635.0,1630,5.0,1937.0,1923,14.0,UA,1672,N13110,EWR,IAH,211.0,1400,16,30,2013-04-20 16:00:00,United Air Lines Inc.
313622,2013,9,5,1939.0,1950,-11.0,2119.0,2140,-21.0,MQ,3573,N849MQ,LGA,CMH,72.0,479,19,50,2013-09-05 19:00:00,Envoy Air
225629,2013,6,4,1829.0,1830,-1.0,2124.0,2200,-36.0,AA,269,N3BJAA,JFK,SEA,333.0,2422,18,30,2013-06-04 18:00:00,American Airlines Inc.
174570,2013,4,10,,1557,,,1754,,9E,3523,,JFK,ORD,,740,15,57,2013-04-10 15:00:00,Endeavor Air Inc.
120485,2013,2,11,1848.0,1735,73.0,1948.0,1854,54.0,B6,74,N775JB,JFK,BTV,45.0,266,17,35,2013-02-11 17:00:00,JetBlue Airways
98791,2013,12,17,,2029,,,2251,,EV,4085,N12172,EWR,OMA,,1134,20,29,2013-12-17 20:00:00,ExpressJet Airlines Inc.
282748,2013,8,4,656.0,700,-4.0,924.0,947,-23.0,DL,2285,N998DL,LGA,MCO,128.0,950,7,0,2013-08-04 07:00:00,Delta Air Lines Inc.
139107,2013,3,4,855.0,900,-5.0,1159.0,1224,-25.0,DL,120,N721TW,JFK,LAX,335.0,2475,9,0,2013-03-04 09:00:00,Delta Air Lines Inc.
145041,2013,3,10,1552.0,1555,-3.0,1826.0,1810,16.0,WN,960,N904WN,EWR,DEN,214.0,1605,15,55,2013-03-10 15:00:00,Southwest Airlines Co.
174056,2013,4,10,1227.0,1230,-3.0,1359.0,1355,4.0,WN,1964,N420WN,LGA,MKE,121.0,738,12,30,2013-04-10 12:00:00,Southwest Airlines Co.
166044,2013,4,1,,850,,,1035,,MQ,4558,N721MQ,LGA,CLE,,419,8,50,2013-04-01 08:00:00,Envoy Air
250273,2013,6,30,2127.0,1800,207.0,31.0,2102,209.0,B6,359,N760JB,JFK,BUR,309.0,2465,18,0,2013-06-30 18:00:00,JetBlue Airways
121168,2013,2,12,1317.0,1300,17.0,1437.0,1440,-3.0,AA,329,N548AA,LGA,ORD,124.0,733,13,0,2013-02-12 13:00:00,American Airlines Inc.
257812,2013,7,9,758.0,800,-2.0,1046.0,1104,-18.0,DL,1271,N3747D,JFK,FLL,142.0,1069,8,0,2013-07-09 08:00:00,Delta Air Lines Inc.
208057,2013,5,16,1656.0,1629,27.0,2037.0,1948,49.0,UA,378,N581UA,EWR,SFO,363.0,2565,16,29,2013-05-16 16:00:00,United Air Lines Inc.
273824,2013,7,25,1723.0,1500,143.0,2005.0,1724,161.0,EV,5199,N718EV,LGA,CHS,98.0,641,15,0,2013-07-25 15:00:00,ExpressJet Airlines Inc.
132217,2013,2,24,1759.0,1810,-11.0,2132.0,2130,2.0,AA,1611,N3AMAA,LGA,MIA,159.0,1096,18,10,2013-02-24 18:00:00,American Airlines Inc.
144530,2013,3,10,556.0,600,-4.0,801.0,805,-4.0,EV,5020,N398CA,LGA,MEM,137.0,963,6,0,2013-03-10 06:00:00,ExpressJet Airlines Inc.
232243,2013,6,11,1949.0,1959,-10.0,2120.0,2140,-20.0,DL,975,N922DL,LGA,PIT,54.0,335,19,59,2013-06-11 19:00:00,Delta Air Lines Inc.
246586,2013,6,26,2026.0,1930,56.0,2326.0,2248,38.0,B6,71,N584JB,JFK,SLC,265.0,1990,19,30,2013-06-26 19:00:00,JetBlue Airways
157757,2013,3,24,824.0,810,14.0,1036.0,1033,3.0,9E,3635,N8696C,JFK,CHS,105.0,636,8,10,2013-03-24 08:00:00,Endeavor Air Inc.
78717,2013,11,25,1652.0,1700,-8.0,1826.0,1819,7.0,US,2189,N768US,LGA,DCA,49.0,214,17,0,2013-11-25 17:00:00,US Airways Inc.
75308,2013,11,21,1944.0,1945,-1.0,2115.0,2130,-15.0,MQ,3374,N813MQ,JFK,RDU,66.0,427,19,45,2013-11-21 19:00:00,Envoy Air
137891,2013,3,2,1951.0,2000,-9.0,2146.0,2235,-49.0,MQ,4662,N9EAMQ,LGA,ATL,97.0,762,20,0,2013-03-02 20:00:00,Envoy Air
233683,2013,6,13,1031.0,1000,31.0,1306.0,1119,107.0,US,2169,N725UW,LGA,DCA,75.0,214,10,0,2013-06-13 10:00:00,US Airways Inc.
154311,2013,3,20,1200.0,1200,0.0,1310.0,1339,-29.0,UA,394,N430UA,LGA,ORD,111.0,733,12,0,2013-03-20 12:00:00,United Air Lines Inc.
138189,2013,3,3,942.0,945,-3.0,1111.0,1130,-19.0,AA,319,N4WMAA,LGA,ORD,102.0,733,9,45,2013-03-03 09:00:00,American Airlines Inc.
132716,2013,2,25,954.0,1000,-6.0,1134.0,1138,-4.0,UA,441,N506UA,LGA,ORD,119.0,733,10,0,2013-02-25 10:00:00,United Air Lines Inc.
167671,2013,4,3,1613.0,1600,13.0,1932.0,1925,7.0,AA,1467,N3ESAA,LGA,MIA,158.0,1096,16,0,2013-04-03 16:00:00,American Airlines Inc.
79371,2013,11,26,1130.0,1135,-5.0,1425.0,1439,-14.0,DL,1875,N335NB,LGA,TPA,155.0,1010,11,35,2013-11-26 11:00:00,Delta Air Lines Inc.
192014,2013,4,29,1512.0,1500,12.0,1741.0,1800,-19.0,AA,883,N528AA,EWR,DFW,177.0,1372,15,0,2013-04-29 15:00:00,American Airlines Inc.
199335,2013,5,7,1129.0,1135,-6.0,1323.0,1340,-17.0,DL,2219,N321NB,LGA,MSP,130.0,1020,11,35,2013-05-07 11:00:00,Delta Air Lines Inc.
151217,2013,3,17,828.0,830,-2.0,1055.0,1108,-13.0,DL,269,N603DL,JFK,ATL,117.0,760,8,30,2013-03-17 08:00:00,Delta Air Lines Inc.
248299,2013,6,28,1555.0,1454,61.0,1756.0,1710,46.0,EV,4978,N604QX,LGA,CLT,89.0,544,14,54,2013-06-28 14:00:00,ExpressJet Airlines Inc.
265364,2013,7,16,2142.0,2145,-3.0,2305.0,2316,-11.0,DL,985,N368NB,JFK,BOS,35.0,187,21,45,2013-07-16 21:00:00,Delta Air Lines Inc.
302030,2013,8,24,639.0,640,-1.0,1103.0,1040,23.0,AA,413,N3AWAA,JFK,SJU,238.0,1598,6,40,2013-08-24 06:00:00,American Airlines Inc.
102145,2013,12,21,1256.0,1300,-4.0,1416.0,1408,8.0,UA,994,N566UA,EWR,BOS,42.0,200,13,0,2013-12-21 13:00:00,United Air Lines Inc.
139945,2013,3,5,653.0,700,-7.0,945.0,1011,-26.0,UA,1525,N77430,EWR,RSW,152.0,1068,7,0,2013-03-05 07:00:00,United Air Lines Inc.
63531,2013,11,9,852.0,900,-8.0,955.0,1023,-28.0,US,2173,N946UW,LGA,DCA,44.0,214,9,0,2013-11-09 09:00:00,US Airways Inc.
237641,2013,6,17,1528.0,1429,59.0,1820.0,1659,81.0,MQ,3669,N524MQ,LGA,ATL,116.0,762,14,29,2013-06-17 14:00:00,Envoy Air
137200,2013,3,1,,1520,,,1654,,9E,4105,,JFK,IAD,,228,15,20,2013-03-01 15:00:00,Endeavor Air Inc.
163162,2013,3,29,1743.0,1700,43.0,2002.0,1924,38.0,DL,2042,N301DQ,EWR,ATL,104.0,746,17,0,2013-03-29 17:00:00,Delta Air Lines Inc.
100068,2013,12,19,924.0,856,28.0,1205.0,1202,3.0,UA,279,N491UA,EWR,LAS,305.0,2227,8,56,2013-12-19 08:00:00,United Air Lines Inc.
104642,2013,12,24,843.0,840,3.0,1127.0,1205,-38.0,UA,1581,N38458,EWR,SEA,323.0,2402,8,40,2013-12-24 08:00:00,United Air Lines Inc.
263404,2013,7,15,512.0,515,-3.0,649.0,725,-36.0,UA,1258,N76504,EWR,DEN,200.0,1605,5,15,2013-07-15 05:00:00,United Air Lines Inc.
111523,2013,2,1,901.0,905,-4.0,1230.0,1235,-5.0,VX,407,N625VA,JFK,LAX,350.0,2475,9,5,2013-02-01 09:00:00,Virgin America
129123,2013,2,21,855.0,900,-5.0,1214.0,1213,1.0,UA,764,N402UA,EWR,IAH,215.0,1400,9,0,2013-02-21 09:00:00,United Air Lines Inc.
307815,2013,8,30,922.0,930,-8.0,1145.0,1218,-33.0,B6,199,N768JB,LGA,MCO,118.0,950,9,30,2013-08-30 09:00:00,JetBlue Airways
131009,2013,2,23,909.0,906,3.0,1202.0,1158,4.0,UA,486,N528UA,EWR,MTJ,259.0,1795,9,6,2013-02-23 09:00:00,United Air Lines Inc.
134341,2013,2,27,122.0,2250,152.0,227.0,5,142.0,B6,30,N187JB,JFK,ROC,49.0,264,22,50,2013-02-27 22:00:00,JetBlue Airways
98106,2013,12,17,837.0,815,22.0,1057.0,1035,22.0,9E,2921,N901XJ,JFK,MSP,149.0,1029,8,15,2013-12-17 08:00:00,Endeavor Air Inc.
9978,2013,1,12,948.0,1000,-12.0,1218.0,1251,-33.0,UA,1177,N15710,EWR,EGE,254.0,1726,10,0,2013-01-12 10:00:00,United Air Lines Inc.
315936,2013,9,8,1601.0,1600,1.0,1900.0,1905,-5.0,AA,1156,N3JDAA,LGA,DFW,172.0,1389,16,0,2013-09-08 16:00:00,American Airlines Inc.
93226,2013,12,11,1810.0,1815,-5.0,2136.0,2157,-21.0,DL,426,N199DN,JFK,LAX,353.0,2475,18,15,2013-12-11 18:00:00,Delta Air Lines Inc.
31985,2013,10,6,1252.0,1251,1.0,1400.0,1411,-11.0,EV,6054,N29917,EWR,IAD,41.0,212,12,51,2013-10-06 12:00:00,ExpressJet Airlines Inc.
309559,2013,9,1,1425.0,1425,0.0,1729.0,1650,39.0,MQ,3669,N542MQ,LGA,ATL,112.0,762,14,25,2013-09-01 14:00:00,Envoy Air
200252,2013,5,8,1056.0,1030,26.0,1404.0,1344,20.0,UA,220,N561UA,EWR,SFO,309.0,2565,10,30,2013-05-08 10:00:00,United Air Lines Inc.
100094,2013,12,19,953.0,945,8.0,1150.0,1202,-12.0,EV,4714,N16561,EWR,CLT,83.0,529,9,45,2013-12-19 09:00:00,ExpressJet Airlines Inc.
252053,2013,7,2,1649.0,1550,59.0,1909.0,1749,80.0,9E,3523,N937XJ,JFK,ORD,115.0,740,15,50,2013-07-02 15:00:00,Endeavor Air Inc.
294780,2013,8,16,1256.0,1255,1.0,1543.0,1545,-2.0,UA,1641,N19136,EWR,MCO,143.0,937,12,55,2013-08-16 12:00:00,United Air Lines Inc.
251106,2013,7,1,1812.0,1629,103.0,2106.0,1927,99.0,B6,1161,N624JB,LGA,PBI,153.0,1035,16,29,2013-07-01 16:00:00,JetBlue Airways
308814,2013,8,31,1204.0,1200,4.0,1437.0,1457,-20.0,DL,1174,N944DL,LGA,PBI,136.0,1035,12,0,2013-08-31 12:00:00,Delta Air Lines Inc.
5908,2013,1,7,1811.0,1640,91.0,2032.0,1850,102.0,MQ,4540,N725MQ,LGA,DTW,88.0,502,16,40,2013-01-07 16:00:00,Envoy Air
18118,2013,1,21,1937.0,1910,27.0,2118.0,2055,23.0,MQ,4569,N725MQ,LGA,RDU,85.0,431,19,10,2013-01-21 19:00:00,Envoy Air
223981,2013,6,3,721.0,722,-1.0,1008.0,1008,0.0,UA,565,N466UA,LGA,IAH,195.0,1416,7,22,2013-06-03 07:00:00,United Air Lines Inc.
162119,2013,3,28,1644.0,1645,-1.0,1829.0,1850,-21.0,DL,1473,N324NB,LGA,MEM,138.0,963,16,45,2013-03-28 16:00:00,Delta Air Lines Inc.
32570,2013,10,7,604.0,610,-6.0,719.0,724,-5.0,EV,6177,N14923,EWR,IAD,51.0,212,6,10,2013-10-07 06:00:00,ExpressJet Airlines Inc.
39179,2013,10,14,755.0,757,-2.0,1044.0,1024,20.0,UA,245,N826UA,EWR,DEN,267.0,1605,7,57,2013-10-14 07:00:00,United Air Lines Inc.
8881,2013,1,11,624.0,630,-6.0,919.0,927,-8.0,B6,71,N649JB,JFK,TPA,145.0,1005,6,30,2013-01-11 06:00:00,JetBlue Airways
18675,2013,1,22,1412.0,1359,13.0,1527.0,1517,10.0,EV,5712,N830AS,JFK,IAD,55.0,228,13,59,2013-01-22 13:00:00,ExpressJet Airlines Inc.
199779,2013,5,7,1859.0,1900,-1.0,2149.0,2251,-62.0,DL,1465,N727TW,JFK,SFO,328.0,2586,19,0,2013-05-07 19:00:00,Delta Air Lines Inc.
189168,2013,4,26,1124.0,1125,-1.0,1421.0,1421,0.0,B6,1,N621JB,JFK,FLL,157.0,1069,11,25,2013-04-26 11:00:00,JetBlue Airways
209352,2013,5,18,536.0,540,-4.0,820.0,840,-20.0,AA,701,N631AA,JFK,MIA,142.0,1089,5,40,2013-05-18 05:00:00,American Airlines Inc.
27295,2013,10,1,955.0,1000,-5.0,1052.0,1114,-22.0,UA,276,N853UA,EWR,BOS,38.0,200,10,0,2013-10-01 10:00:00,United Air Lines Inc.
167028,2013,4,2,2355.0,2359,-4.0,346.0,339,7.0,B6,727,N768JB,JFK,BQN,194.0,1576,23,59,2013-04-02 23:00:00,JetBlue Airways
290179,2013,8,11,1915.0,1904,11.0,2124.0,2107,17.0,EV,4326,N13903,EWR,CLT,84.0,529,19,4,2013-08-11 19:00:00,ExpressJet Airlines Inc.
82903,2013,11,30,1659.0,1706,-7.0,1810.0,1818,-8.0,B6,2580,N318JB,EWR,BOS,45.0,200,17,6,2013-11-30 17:00:00,JetBlue Airways
157006,2013,3,23,833.0,830,3.0,1149.0,1128,21.0,UA,336,N828UA,EWR,BZN,267.0,1882,8,30,2013-03-23 08:00:00,United Air Lines Inc.
89664,2013,12,7,2014.0,2015,-1.0,2305.0,2317,-12.0,UA,1611,N77520,EWR,IAH,206.0,1400,20,15,2013-12-07 20:00:00,United Air Lines Inc.
318042,2013,9,10,1815.0,1815,0.0,2009.0,2013,-4.0,DL,2019,N314US,LGA,MSP,141.0,1020,18,15,2013-09-10 18:00:00,Delta Air Lines Inc.
331712,2013,9,25,1402.0,1410,-8.0,1647.0,1635,12.0,FL,350,N923AT,LGA,ATL,121.0,762,14,10,2013-09-25 14:00:00,AirTran Airways Corporation
221777,2013,5,31,1523.0,1455,28.0,1644.0,1638,6.0,9E,3318,N927XJ,JFK,BUF,57.0,301,14,55,2013-05-31 14:00:00,Endeavor Air Inc.
305389,2013,8,27,1801.0,1800,1.0,1916.0,1920,-4.0,WN,441,N269WN,EWR,MDW,101.0,711,18,0,2013-08-27 18:00:00,Southwest Airlines Co.
57206,2013,11,2,1250.0,1300,-10.0,1408.0,1413,-5.0,US,2181,N963UW,LGA,DCA,56.0,214,13,0,2013-11-02 13:00:00,US Airways Inc.
218092,2013,5,27,1842.0,1855,-13.0,2053.0,2050,3.0,MQ,4649,N508MQ,LGA,MSP,168.0,1020,18,55,2013-05-27 18:00:00,Envoy Air
89469,2013,12,7,1536.0,1548,-12.0,1806.0,1816,-10.0,FL,559,N992AT,LGA,ATL,127.0,762,15,48,2013-12-07 15:00:00,AirTran Airways Corporation
267495,2013,7,19,653.0,655,-2.0,1041.0,1101,-20.0,DL,315,N633DL,JFK,SJU,209.0,1598,6,55,2013-07-19 06:00:00,Delta Air Lines Inc.
94981,2013,12,13,1521.0,1515,6.0,1850.0,1838,12.0,DL,419,N722TW,JFK,SEA,353.0,2422,15,15,2013-12-13 15:00:00,Delta Air Lines Inc.
237757,2013,6,17,1732.0,1720,12.0,1957.0,1948,9.0,UA,1450,N71411,EWR,DEN,232.0,1605,17,20,2013-06-17 17:00:00,United Air Lines Inc.
286286,2013,8,7,1655.0,1459,116.0,1956.0,1737,139.0,DL,451,N693DL,LGA,ATL,121.0,762,14,59,2013-08-07 14:00:00,Delta Air Lines Inc.
126568,2013,2,18,1454.0,1455,-1.0,1625.0,1637,-12.0,9E,3318,N916XJ,JFK,BUF,61.0,301,14,55,2013-02-18 14:00:00,Endeavor Air Inc.
250534,2013,7,1,654.0,700,-6.0,823.0,807,16.0,US,2163,N757UW,LGA,DCA,58.0,214,7,0,2013-07-01 07:00:00,US Airways Inc.
94683,2013,12,13,937.0,930,7.0,1514.0,1527,-13.0,UA,15,N69059,EWR,HNL,612.0,4963,9,30,2013-12-13 09:00:00,United Air Lines Inc.
161722,2013,3,28,927.0,918,9.0,1028.0,1025,3.0,B6,1004,N510JB,JFK,BOS,39.0,187,9,18,2013-03-28 09:00:00,JetBlue Airways
13559,2013,1,16,1444.0,1320,84.0,1648.0,1508,100.0,EV,4628,N11192,EWR,STL,163.0,872,13,20,2013-01-16 13:00:00,ExpressJet Airlines Inc.
253519,2013,7,4,854.0,900,-6.0,1120.0,1120,0.0,EV,4364,N11165,EWR,MCI,147.0,1092,9,0,2013-07-04 09:00:00,ExpressJet Airlines Inc.
105927,2013,12,25,2144.0,2145,-1.0,27.0,19,8.0,B6,2227,N273JB,EWR,MCO,144.0,937,21,45,2013-12-25 21:00:00,JetBlue Airways
262879,2013,7,14,1342.0,1348,-6.0,1451.0,1509,-18.0,B6,308,N329JB,JFK,PWM,47.0,273,13,48,2013-07-14 13:00:00,JetBlue Airways
151427,2013,3,17,1250.0,1115,95.0,1545.0,1416,89.0,DL,1875,N369NB,LGA,TPA,153.0,1010,11,15,2013-03-17 11:00:00,Delta Air Lines Inc.
5083,2013,1,6,2002.0,2000,2.0,2224.0,2208,16.0,EV,3822,N13995,EWR,TYS,111.0,631,20,0,2013-01-06 20:00:00,ExpressJet Airlines Inc.
317103,2013,9,9,1833.0,1842,-9.0,1950.0,2019,-29.0,EV,5274,N713EV,LGA,BNA,99.0,764,18,42,2013-09-09 18:00:00,ExpressJet Airlines Inc.
256535,2013,7,7,2139.0,2124,15.0,2256.0,2245,11.0,EV,4695,N16961,EWR,MHT,39.0,209,21,24,2013-07-07 21:00:00,ExpressJet Airlines Inc.
96799,2013,12,15,2017.0,1900,77.0,2133.0,2035,58.0,UA,693,N402UA,LGA,ORD,115.0,733,19,0,2013-12-15 19:00:00,United Air Lines Inc.
80258,2013,11,27,946.0,949,-3.0,1251.0,1237,14.0,B6,483,N554JB,JFK,MCO,163.0,944,9,49,2013-11-27 09:00:00,JetBlue Airways
300535,2013,8,22,1523.0,1441,42.0,1844.0,1755,49.0,DL,1779,N315US,LGA,FLL,164.0,1076,14,41,2013-08-22 14:00:00,Delta Air Lines Inc.
28518,2013,10,2,1454.0,1459,-5.0,1743.0,1756,-13.0,DL,500,N395DN,JFK,LAS,293.0,2248,14,59,2013-10-02 14:00:00,Delta Air Lines Inc.
174226,2013,4,10,1532.0,1540,-8.0,1642.0,1650,-8.0,US,1607,N951UW,LGA,PHL,28.0,96,15,40,2013-04-10 15:00:00,US Airways Inc.
224788,2013,6,3,2143.0,1930,133.0,2320.0,2139,101.0,9E,3416,N912XJ,JFK,RDU,69.0,427,19,30,2013-06-03 19:00:00,Endeavor Air Inc.
117403,2013,2,8,604.0,610,-6.0,859.0,915,-16.0,AA,1837,N3CSAA,LGA,MIA,150.0,1096,6,10,2013-02-08 06:00:00,American Airlines Inc.
290327,2013,8,11,2220.0,2225,-5.0,2320.0,2330,-10.0,EV,5258,N759EV,LGA,MHT,35.0,195,22,25,2013-08-11 22:00:00,ExpressJet Airlines Inc.
242016,2013,6,22,200.0,2359,121.0,535.0,350,105.0,B6,745,N547JB,JFK,PSE,200.0,1617,23,59,2013-06-22 23:00:00,JetBlue Airways
277550,2013,7,29,1705.0,1650,15.0,1852.0,1859,-7.0,DL,1473,N347NB,LGA,MEM,132.0,963,16,50,2013-07-29 16:00:00,Delta Air Lines Inc.
236237,2013,6,16,723.0,730,-7.0,1027.0,1034,-7.0,DL,1771,N707TW,JFK,SEA,331.0,2422,7,30,2013-06-16 07:00:00,Delta Air Lines Inc.
110376,2013,12,30,1925.0,1930,-5.0,2232.0,2236,-4.0,DL,1485,N952DL,LGA,MCO,155.0,950,19,30,2013-12-30 19:00:00,Delta Air Lines Inc.
235060,2013,6,14,1741.0,1735,6.0,2106.0,2108,-2.0,DL,1543,N707TW,JFK,SEA,320.0,2422,17,35,2013-06-14 17:00:00,Delta Air Lines Inc.
1802,2013,1,3,556.0,600,-4.0,852.0,837,15.0,DL,461,N641DL,LGA,ATL,128.0,762,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
28119,2013,10,2,756.0,800,-4.0,916.0,929,-13.0,UA,1177,N37474,EWR,ORD,119.0,719,8,0,2013-10-02 08:00:00,United Air Lines Inc.
100074,2013,12,19,930.0,929,1.0,1044.0,1045,-1.0,UA,373,N846UA,EWR,BOS,41.0,200,9,29,2013-12-19 09:00:00,United Air Lines Inc.
323980,2013,9,17,847.0,850,-3.0,1102.0,1108,-6.0,UA,1643,N34137,EWR,DEN,210.0,1605,8,50,2013-09-17 08:00:00,United Air Lines Inc.
113644,2013,2,3,2035.0,2029,6.0,2250.0,2233,17.0,EV,4348,N31131,EWR,MSP,165.0,1008,20,29,2013-02-03 20:00:00,ExpressJet Airlines Inc.
252542,2013,7,3,810.0,755,15.0,1029.0,950,39.0,US,1733,N566UW,LGA,CLT,88.0,544,7,55,2013-07-03 07:00:00,US Airways Inc.
325946,2013,9,19,926.0,929,-3.0,1204.0,1234,-30.0,UA,456,N449UA,EWR,FLL,135.0,1065,9,29,2013-09-19 09:00:00,United Air Lines Inc.
181402,2013,4,18,810.0,815,-5.0,1138.0,1045,53.0,DL,914,N362NW,LGA,DEN,270.0,1620,8,15,2013-04-18 08:00:00,Delta Air Lines Inc.
51753,2013,10,27,1657.0,1700,-3.0,1932.0,1945,-13.0,AA,45,N619AA,JFK,LAS,308.0,2248,17,0,2013-10-27 17:00:00,American Airlines Inc.
31909,2013,10,6,1110.0,1113,-3.0,1303.0,1332,-29.0,UA,1732,N77296,LGA,DEN,214.0,1620,11,13,2013-10-06 11:00:00,United Air Lines Inc.
161513,2013,3,28,626.0,630,-4.0,753.0,810,-17.0,EV,5667,N13913,EWR,RDU,65.0,416,6,30,2013-03-28 06:00:00,ExpressJet Airlines Inc.
257323,2013,7,8,1747.0,1617,90.0,2034.0,1811,143.0,EV,4092,N13994,EWR,DAY,79.0,533,16,17,2013-07-08 16:00:00,ExpressJet Airlines Inc.
3124,2013,1,4,1328.0,1330,-2.0,1606.0,1641,-35.0,B6,355,N789JB,JFK,BUR,319.0,2465,13,30,2013-01-04 13:00:00,JetBlue Airways
